cluster_id,label,domain_tokens,tokens
BGC0001383,Polyketide,PF00698 PF00109 PF16197 PF08659 PF00109 PF02801 PF16197 PF14765 PF08659 PF00550 PF00109 PF02801 PF16197 PF14765 PF00106 PF08659 PF00550 PF00109 PF02801 PF16197 PF14765 PF00108 PF08659 PF00109 PF00550 PF00109 PF02801 PF16197 PF14765 PF08659 PF00550 PF00109 PF02801 PF16197 PF00550 PF13561 PF08659 PF16197 PF00550 PF00109 PF02801 PF16197 PF08659 PF00550 PF00109 PF16197 PF14765 PF00550 PF08659 PF00109 PF00106 PF14765 PF08659 PF00550 PF00109 PF02801 PF16197 PF00550 PF08659 PF00550 PF00109 PF16197 PF14765 PF00550 PF08659 PF00561 PF08659 PF00144,"['PF00698', 'PF00109', 'PF16197', 'PF08659', 'PF00109', 'PF02801', 'PF16197', 'PF14765', 'PF08659', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF14765', 'PF00106', 'PF08659', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF14765', 'PF00108', 'PF08659', 'PF00109', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF14765', 'PF08659', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF00550', 'PF13561', 'PF08659', 'PF16197', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF08659', 'PF00550', 'PF00109', 'PF16197', 'PF14765', 'PF00550', 'PF08659', 'PF00109', 'PF00106', 'PF14765', 'PF08659', 'PF00550', 'PF00109', 'PF02801', 'PF16197', 'PF00550', 'PF08659', 'PF00550', 'PF00109', 'PF16197', 'PF14765', 'PF00550', 'PF08659', 'PF00561', 'PF08659', 'PF00144']"
BGC0001384,Polyketide,PF00698 PF00196 PF07690 PF00724 PF07690 PF07690 PF03358 PF02909 PF01494 PF04673 PF00109 PF00109 PF02801 PF00106 PF10604 PF01494 PF13561 PF07690 PF06722 PF06722 PF00908 PF06722 PF00483 PF16363 PF01370 PF01041 PF01370 PF03559 PF01408 PF01648 PF01039 PF01323 PF01565 PF08031 PF19545 PF00486 PF00486 PF01558 PF01855,"['PF00698', 'PF00196', 'PF07690', 'PF00724', 'PF07690', 'PF07690', 'PF03358', 'PF02909', 'PF01494', 'PF04673', 'PF00109', 'PF00109', 'PF02801', 'PF00106', 'PF10604', 'PF01494', 'PF13561', 'PF07690', 'PF06722', 'PF06722', 'PF00908', 'PF06722', 'PF00483', 'PF16363', 'PF01370', 'PF01041', 'PF01370', 'PF03559', 'PF01408', 'PF01648', 'PF01039', 'PF01323', 'PF01565', 'PF08031', 'PF19545', 'PF00486', 'PF00486', 'PF01558', 'PF01855']"
BGC0001386,Polyketide,PF00106 PF00550 PF01648 PF03704 PF03358 PF07859 PF19559 PF08028 PF03364 PF04199 PF13924 PF00196 PF00109 PF02801 PF00109 PF01613 PF00743 PF08028 PF08028 PF16864 PF00891 PF12680 PF08240 PF13602 PF01381 PF01614 PF01614,"['PF00106', 'PF00550', 'PF01648', 'PF03704', 'PF03358', 'PF07859', 'PF19559', 'PF08028', 'PF03364', 'PF04199', 'PF13924', 'PF00196', 'PF00109', 'PF02801', 'PF00109', 'PF01613', 'PF00743', 'PF08028', 'PF08028', 'PF16864', 'PF00891', 'PF12680', 'PF08240', 'PF13602', 'PF01381', 'PF01614', 'PF01614']"
BGC0001387,Other,PF01408 PF00999 PF00300 PF03704 PF00931 PF03704 PF13424 PF03704 PF00515 PF03704 PF00083 PF19492 PF00884 PF02274 PF00884 PF02310 PF04055 PF13469 PF08241 PF02518 PF00204 PF08241 PF13469 PF00196 PF01048 PF13454 PF00535,"['PF01408', 'PF00999', 'PF00300', 'PF03704', 'PF00931', 'PF03704', 'PF13424', 'PF03704', 'PF00515', 'PF03704', 'PF00083', 'PF19492', 'PF00884', 'PF02274', 'PF00884', 'PF02310', 'PF04055', 'PF13469', 'PF08241', 'PF02518', 'PF00204', 'PF08241', 'PF13469', 'PF00196', 'PF01048', 'PF13454', 'PF00535']"
BGC0001388,RiPP,PF14501 PF04397 PF03412 PF00664 PF00005 PF10439 PF17608,"['PF14501', 'PF04397', 'PF03412', 'PF00664', 'PF00005', 'PF10439', 'PF17608']"
BGC0001389,NRP,PF02321 PF13437 PF13437 PF00873 PF01810 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00975 PF16576 PF13437 PF00005 PF12704 PF12704,"['PF02321', 'PF13437', 'PF13437', 'PF00873', 'PF01810', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00975', 'PF16576', 'PF13437', 'PF00005', 'PF12704', 'PF12704']"
BGC0001390,NRP,PF20434 PF00550 PF14765 PF00698 PF16197 PF02801 PF00109 PF00698 PF07993 PF00501 PF01040,"['PF20434', 'PF00550', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00698', 'PF07993', 'PF00501', 'PF01040']"
BGC0001391,RiPP,PF03412 PF00664 PF00005 PF13575 PF05147 PF13575 PF05147 PF00005 PF00005,"['PF03412', 'PF00664', 'PF00005', 'PF13575', 'PF05147', 'PF13575', 'PF05147', 'PF00005', 'PF00005']"
BGC0001392,RiPP,PF12833 PF07690 PF00005 PF12040 PF12040 PF07715 PF00593 PF05147 PF14028 PF04738 PF00005 PF00664 PF03412 PF02321 PF07690 PF16576 PF12802,"['PF12833', 'PF07690', 'PF00005', 'PF12040', 'PF12040', 'PF07715', 'PF00593', 'PF05147', 'PF14028', 'PF04738', 'PF00005', 'PF00664', 'PF03412', 'PF02321', 'PF07690', 'PF16576', 'PF12802']"
BGC0001393,NRP,PF00005 PF00005 PF00668 PF00501 PF00550 PF00668 PF00501 PF00550 PF00668 PF00668 PF00501 PF00668 PF00668 PF00501 PF07993 PF00668 PF00550 PF00668 PF00668 PF00550 PF07993 PF00975 PF00501 PF01648 PF03992 PF03992,"['PF00005', 'PF00005', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF00668', 'PF00668', 'PF00501', 'PF07993', 'PF00668', 'PF00550', 'PF00668', 'PF00668', 'PF00550', 'PF07993', 'PF00975', 'PF00501', 'PF01648', 'PF03992', 'PF03992']"
BGC0001394,NRP,PF04954 PF08021 PF07993 PF00550 PF13193 PF00501 PF00668 PF18563 PF00550 PF08659 PF14765 PF08659 PF13561 PF08659 PF14765 PF00698 PF16197 PF02801 PF00109 PF00109 PF08659 PF14765 PF00698 PF08659 PF02801 PF00109 PF00550 PF08659 PF00698 PF16197 PF02801 PF00109 PF00550 PF08659 PF14765 PF00698 PF16197 PF02801 PF00109 PF00550 PF00698 PF08659 PF14765 PF08659 PF00109 PF16197 PF00109 PF08659 PF00550 PF08659 PF14765 PF08659 PF00109 PF16197 PF00109 PF00550 PF08659 PF14765 PF00698 PF16197 PF02801 PF00109 PF00550 PF08659 PF00107 PF08659 PF14765 PF13602 PF08659 PF13602 PF00109 PF16197 PF02801 PF00109 PF00198 PF00364 PF02780 PF02779 PF00676,"['PF04954', 'PF08021', 'PF07993', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF18563', 'PF00550', 'PF08659', 'PF14765', 'PF08659', 'PF13561', 'PF08659', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00109', 'PF08659', 'PF14765', 'PF00698', 'PF08659', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF00698', 'PF08659', 'PF14765', 'PF08659', 'PF00109', 'PF16197', 'PF00109', 'PF08659', 'PF00550', 'PF08659', 'PF14765', 'PF08659', 'PF00109', 'PF16197', 'PF00109', 'PF00550', 'PF08659', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF00107', 'PF08659', 'PF14765', 'PF13602', 'PF08659', 'PF13602', 'PF00109', 'PF16197', 'PF02801', 'PF00109', 'PF00198', 'PF00364', 'PF02780', 'PF02779', 'PF00676']"
BGC0001395,Other,PF00005 PF00005 PF00664 PF01370 PF07993 PF13537 PF00733 PF02310 PF04055 PF02543 PF16861 PF13537 PF00733 PF00535 PF00535 PF10111 PF00348 PF00005,"['PF00005', 'PF00005', 'PF00664', 'PF01370', 'PF07993', 'PF13537', 'PF00733', 'PF02310', 'PF04055', 'PF02543', 'PF16861', 'PF13537', 'PF00733', 'PF00535', 'PF00535', 'PF10111', 'PF00348', 'PF00005']"
BGC0001396,Polyketide,PF13551 PF13358 PF13565 PF19990 PF13561 PF06722 PF00698 PF00550 PF00698 PF16197 PF02801 PF00109 PF08659 PF00106 PF08659 PF00109 PF16197 PF02801 PF00109 PF00550 PF08659 PF13602 PF14765 PF00698 PF16197 PF02801 PF00109 PF00550 PF08659 PF00698 PF16197 PF00109 PF00550 PF08659 PF14765 PF00698 PF16197 PF00109 PF00550 PF08659 PF14765 PF00698 PF16197 PF02801 PF00109 PF00108 PF02801 PF08659 PF00698 PF16197 PF02801 PF00109 PF00550 PF08659 PF00698 PF16197 PF02801 PF00109 PF00550 PF00698 PF16197 PF02801 PF00109 PF17843 PF01370 PF00067 PF05711 PF00908 PF00483 PF16363 PF00975 PF00067 PF00067 PF00933 PF01915 PF14310 PF05711 PF01041 PF00248 PF04072 PF14518 PF02543 PF16861 PF00676 PF02780 PF00106 PF00293,"['PF13551', 'PF13358', 'PF13565', 'PF19990', 'PF13561', 'PF06722', 'PF00698', 'PF00550', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF08659', 'PF00106', 'PF08659', 'PF00109', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF13602', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF00698', 'PF16197', 'PF00109', 'PF00550', 'PF08659', 'PF14765', 'PF00698', 'PF16197', 'PF00109', 'PF00550', 'PF08659', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00108', 'PF02801', 'PF08659', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF08659', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF17843', 'PF01370', 'PF00067', 'PF05711', 'PF00908', 'PF00483', 'PF16363', 'PF00975', 'PF00067', 'PF00067', 'PF00933', 'PF01915', 'PF14310', 'PF05711', 'PF01041', 'PF00248', 'PF04072', 'PF14518', 'PF02543', 'PF16861', 'PF00676', 'PF02780', 'PF00106', 'PF00293']"
BGC0001397,NRP,PF13416 PF01547 PF00005 PF00999 PF04820 PF00483 PF00960 PF01041 PF13649 PF08484 PF08421 PF06441 PF00117 PF00425 PF04715 PF03358 PF01757 PF00908 PF06722 PF16363 PF07690 PF14535 PF19522 PF11794 PF03241 PF12697 PF07690 PF00668 PF00221 PF00501 PF03176 PF00891 PF00067 PF08028 PF00106 PF00550 PF13560 PF13560 PF11716 PF05199 PF00732 PF19449 PF12833 PF00067 PF01613 PF14765 PF08659 PF00698 PF16197 PF02801 PF00109 PF13517 PF01839 PF13517 PF01839 PF13517 PF08012 PF08012 PF01638 PF13546,"['PF13416', 'PF01547', 'PF00005', 'PF00999', 'PF04820', 'PF00483', 'PF00960', 'PF01041', 'PF13649', 'PF08484', 'PF08421', 'PF06441', 'PF00117', 'PF00425', 'PF04715', 'PF03358', 'PF01757', 'PF00908', 'PF06722', 'PF16363', 'PF07690', 'PF14535', 'PF19522', 'PF11794', 'PF03241', 'PF12697', 'PF07690', 'PF00668', 'PF00221', 'PF00501', 'PF03176', 'PF00891', 'PF00067', 'PF08028', 'PF00106', 'PF00550', 'PF13560', 'PF13560', 'PF11716', 'PF05199', 'PF00732', 'PF19449', 'PF12833', 'PF00067', 'PF01613', 'PF14765', 'PF08659', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF13517', 'PF01839', 'PF13517', 'PF01839', 'PF13517', 'PF08012', 'PF08012', 'PF01638', 'PF13546']"
BGC0001398,RiPP,PF07690 PF01494 PF13561 PF11807 PF11807 PF11951 PF00664 PF00005 PF00664 PF00005 PF03169 PF11807 PF00264 PF00264 PF11807 PF11807 PF01432,"['PF07690', 'PF01494', 'PF13561', 'PF11807', 'PF11807', 'PF11951', 'PF00664', 'PF00005', 'PF00664', 'PF00005', 'PF03169', 'PF11807', 'PF00264', 'PF00264', 'PF11807', 'PF11807', 'PF01432']"
BGC0001399,NRP,PF00550 PF00501 PF00668 PF00550 PF00501 PF00668 PF00550 PF00668 PF00501 PF07993 PF03959 PF00227 PF07690 PF00501 PF13193,"['PF00550', 'PF00501', 'PF00668', 'PF00550', 'PF00501', 'PF00668', 'PF00550', 'PF00668', 'PF00501', 'PF07993', 'PF03959', 'PF00227', 'PF07690', 'PF00501', 'PF13193']"
BGC0001400,Polyketide,PF02874 PF00006 PF08659 PF08242 PF14765 PF00698 PF16197 PF08659 PF00109 PF01494,"['PF02874', 'PF00006', 'PF08659', 'PF08242', 'PF14765', 'PF00698', 'PF16197', 'PF08659', 'PF00109', 'PF01494']"
BGC0001402,NRP,PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF11807 PF11807 PF00221 PF11807 PF00664 PF00005 PF00664 PF00005,"['PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF11807', 'PF11807', 'PF00221', 'PF11807', 'PF00664', 'PF00005', 'PF00664', 'PF00005']"
BGC0001403,Polyketide,PF01232 PF08125 PF08241 PF08592 PF07110 PF07732 PF07731 PF07732 PF14027 PF13649 PF13460 PF02798 PF08493 PF00550 PF00698 PF00109 PF02801 PF00109 PF16073 PF00753 PF00891,"['PF01232', 'PF08125', 'PF08241', 'PF08592', 'PF07110', 'PF07732', 'PF07731', 'PF07732', 'PF14027', 'PF13649', 'PF13460', 'PF02798', 'PF08493', 'PF00550', 'PF00698', 'PF00109', 'PF02801', 'PF00109', 'PF16073', 'PF00753', 'PF00891']"
BGC0001404,Polyketide,PF04082 PF01494 PF07993 PF08242 PF00109 PF00698 PF02801 PF00109 PF16073 PF00109 PF02801 PF16197 PF00698 PF14765 PF02801 PF00107 PF08659 PF04082 PF07690 PF01565 PF08031,"['PF04082', 'PF01494', 'PF07993', 'PF08242', 'PF00109', 'PF00698', 'PF02801', 'PF00109', 'PF16073', 'PF00109', 'PF02801', 'PF16197', 'PF00698', 'PF14765', 'PF02801', 'PF00107', 'PF08659', 'PF04082', 'PF07690', 'PF01565', 'PF08031']"
BGC0001405,Polyketide,PF01266 PF07690 PF00109 PF02801 PF16197 PF13602 PF00109 PF14765 PF00107 PF08242 PF13602 PF08659 PF05970 PF03184 PF04820 PF04082 PF07690 PF01494 PF00698 PF00109 PF02801 PF00698 PF14765 PF18558 PF08242 PF07993 PF14686 PF14683 PF01565,"['PF01266', 'PF07690', 'PF00109', 'PF02801', 'PF16197', 'PF13602', 'PF00109', 'PF14765', 'PF00107', 'PF08242', 'PF13602', 'PF08659', 'PF05970', 'PF03184', 'PF04820', 'PF04082', 'PF07690', 'PF01494', 'PF00698', 'PF00109', 'PF02801', 'PF00698', 'PF14765', 'PF18558', 'PF08242', 'PF07993', 'PF14686', 'PF14683', 'PF01565']"
BGC0001406,NRP,PF01074 PF03663 PF00528 PF00528 PF01547 PF00480 PF00356 PF00532 PF06824 PF07969 PF00196 PF13602 PF03861 PF00392 PF02885 PF00591 PF09056 PF00501 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00975 PF00067 PF03621 PF01804 PF12697 PF00155 PF12902 PF00067 PF00005 PF05118,"['PF01074', 'PF03663', 'PF00528', 'PF00528', 'PF01547', 'PF00480', 'PF00356', 'PF00532', 'PF06824', 'PF07969', 'PF00196', 'PF13602', 'PF03861', 'PF00392', 'PF02885', 'PF00591', 'PF09056', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00975', 'PF00067', 'PF03621', 'PF01804', 'PF12697', 'PF00155', 'PF12902', 'PF00067', 'PF00005', 'PF05118']"
BGC0001407,RiPP,PF03358 PF05147 PF13575 PF00005 PF00664 PF03412 PF00082,"['PF03358', 'PF05147', 'PF13575', 'PF00005', 'PF00664', 'PF03412', 'PF00082']"
BGC0001408,Other,PF02784 PF06276 PF04183 PF07690 PF06276 PF04183 PF06276 PF04183 PF00593 PF07715 PF03328,"['PF02784', 'PF06276', 'PF04183', 'PF07690', 'PF06276', 'PF04183', 'PF06276', 'PF04183', 'PF00593', 'PF07715', 'PF03328']"
BGC0001409,Polyketide,PF13577 PF13602 PF03466 PF00441 PF02770 PF02771 PF01370 PF00908 PF01494 PF01494 PF13561 PF00501 PF03992 PF13577 PF00891 PF04199 PF01494 PF13561 PF00891 PF03704 PF16363 PF00483 PF02785 PF02786 PF00289 PF00364 PF01039 PF00109 PF02801 PF00109 PF03559 PF01408 PF01613 PF08028 PF01041 PF01370 PF06722 PF00550 PF08659 PF13602 PF00109 PF14765 PF00698 PF16197 PF02801 PF00109 PF08541 PF00005 PF13732 PF01061 PF06722 PF06722 PF03704 PF03704 PF03704 PF03704 PF03704 PF03704 PF08484 PF13489 PF08421 PF00294 PF02773 PF02772 PF07731 PF07732 PF07731 PF00561 PF02909 PF09490,"['PF13577', 'PF13602', 'PF03466', 'PF00441', 'PF02770', 'PF02771', 'PF01370', 'PF00908', 'PF01494', 'PF01494', 'PF13561', 'PF00501', 'PF03992', 'PF13577', 'PF00891', 'PF04199', 'PF01494', 'PF13561', 'PF00891', 'PF03704', 'PF16363', 'PF00483', 'PF02785', 'PF02786', 'PF00289', 'PF00364', 'PF01039', 'PF00109', 'PF02801', 'PF00109', 'PF03559', 'PF01408', 'PF01613', 'PF08028', 'PF01041', 'PF01370', 'PF06722', 'PF00550', 'PF08659', 'PF13602', 'PF00109', 'PF14765', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF08541', 'PF00005', 'PF13732', 'PF01061', 'PF06722', 'PF06722', 'PF03704', 'PF03704', 'PF03704', 'PF03704', 'PF03704', 'PF03704', 'PF08484', 'PF13489', 'PF08421', 'PF00294', 'PF02773', 'PF02772', 'PF07731', 'PF07732', 'PF07731', 'PF00561', 'PF02909', 'PF09490']"
BGC0001410,Saccharide,PF06603 PF01943 PF01943 PF13450 PF03275 PF00535 PF19497 PF04230 PF13692 PF00535 PF01041 PF02397 PF08534 PF03600,"['PF06603', 'PF01943', 'PF01943', 'PF13450', 'PF03275', 'PF00535', 'PF19497', 'PF04230', 'PF13692', 'PF00535', 'PF01041', 'PF02397', 'PF08534', 'PF03600']"
BGC0001411,Saccharide,PF00501 PF01370 PF16363 PF13173 PF14297 PF10902 PF06603 PF18943 PF12804 PF01467 PF13714 PF02776 PF00266 PF01531 PF01370 PF03721 PF00984 PF03720 PF00535 PF00535 PF13692 PF02719 PF08485 PF02350 PF04321 PF13692 PF00534 PF01370 PF00953 PF00953 PF18291,"['PF00501', 'PF01370', 'PF16363', 'PF13173', 'PF14297', 'PF10902', 'PF06603', 'PF18943', 'PF12804', 'PF01467', 'PF13714', 'PF02776', 'PF00266', 'PF01531', 'PF01370', 'PF03721', 'PF00984', 'PF03720', 'PF00535', 'PF00535', 'PF13692', 'PF02719', 'PF08485', 'PF02350', 'PF04321', 'PF13692', 'PF00534', 'PF01370', 'PF00953', 'PF00953', 'PF18291']"
BGC0001412,Saccharide,PF18943 PF13649 PF06603 PF00483 PF00908 PF00132 PF01531 PF00534 PF00132 PF14897 PF00535 PF03721 PF00984 PF03720 PF00534 PF01522 PF00534 PF00535 PF01370 PF00953 PF00953 PF03929 PF14064 PF00593 PF07715 PF00156 PF00406,"['PF18943', 'PF13649', 'PF06603', 'PF00483', 'PF00908', 'PF00132', 'PF01531', 'PF00534', 'PF00132', 'PF14897', 'PF00535', 'PF03721', 'PF00984', 'PF03720', 'PF00534', 'PF01522', 'PF00534', 'PF00535', 'PF01370', 'PF00953', 'PF00953', 'PF03929', 'PF14064', 'PF00593', 'PF07715', 'PF00156', 'PF00406']"
BGC0001413,NRP,PF00686 PF00041 PF00686 PF00041 PF00686 PF11583 PF04072 PF18029 PF13599 PF00805 PF13599 PF03621 PF00117 PF04715 PF00425 PF00975 PF16864 PF13847 PF00891 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00975 PF00501 PF01063 PF02668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF00793 PF17131 PF02687 PF02687 PF00005,"['PF00686', 'PF00041', 'PF00686', 'PF00041', 'PF00686', 'PF11583', 'PF04072', 'PF18029', 'PF13599', 'PF00805', 'PF13599', 'PF03621', 'PF00117', 'PF04715', 'PF00425', 'PF00975', 'PF16864', 'PF13847', 'PF00891', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00975', 'PF00501', 'PF01063', 'PF02668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF00793', 'PF17131', 'PF02687', 'PF02687', 'PF00005']"
BGC0001414,NRP,PF13560 PF13520 PF00120 PF01636 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF08241 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF08241 PF13193 PF00501 PF00668 PF07592 PF13546 PF00712 PF00712 PF00501 PF13193 PF08241 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF08241 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00975 PF03621 PF05721 PF08240 PF00107 PF12697 PF00296 PF01243 PF20182 PF01979 PF13560 PF13560 PF13560,"['PF13560', 'PF13520', 'PF00120', 'PF01636', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF08241', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF08241', 'PF13193', 'PF00501', 'PF00668', 'PF07592', 'PF13546', 'PF00712', 'PF00712', 'PF00501', 'PF13193', 'PF08241', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF08241', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00975', 'PF03621', 'PF05721', 'PF08240', 'PF00107', 'PF12697', 'PF00296', 'PF01243', 'PF20182', 'PF01979', 'PF13560', 'PF13560', 'PF13560']"
BGC0001415,NRP,PF00975 PF00975 PF00550 PF00698 PF16197 PF02801 PF00109 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF13193 PF13649 PF11583 PF07690 PF01024,"['PF00975', 'PF00975', 'PF00550', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF13193', 'PF13649', 'PF11583', 'PF07690', 'PF01024']"
